hotstar_id,title,description,genre,year,age_rating,running_time,seasons,episodes,type
1260010315,The Hate U Give,Starr Carter leads a contrasting life but her life changes after witnessing the fatal shooting of her best friend Khalil at the hands of a police officer.,Drama,2018,U/A 16+,133,,,movie
1000058599,Mandhira Punnagai,"Kathir is an architect who attracts Nandini's attention but rejects her advances. However, things get violent when she starts dating someone else.",Drama,2010,U/A 16+,143,,,movie
1000238182,Guddu,Salina and Guddu's fate takes a turn for the worse when she loses her eye sight and he is diagnosed with a fatal disease. Will they survive destiny's evil play?,Drama,1995,U,148,,,movie
1000184606,Mamatheya Thotilalli,"When Raja's mother, Shanthamma, insists that his wife, Thara, abort her baby, she refuses and leaves the house. Raja then marries Radha.",Drama,1996,U/A 7+,110,,,movie
1000233195,Maayavan,"Kumaran, an officer suffering from PTSD is on a serial killer’s trail. He is just about to nab the culprit when he discovers an abnormal truth.",Action,2017,U/A 16+,117,,,movie
1000236012,Himmat,"An ex-military officer turned vigilante, Gana falls in love with Hansita, who agrees to marry him only if he gives up his violent ways. Will he?",Action,2016,U/A 16+,132,,,movie
1260044916,The Strongest Man in the World,Dexter Riley and his friends accidentally discover a new chemical mixed with a cereal seems to give anyone temporary superhuman strength.,Comedy,1975,U/A 7+,91,,,movie
1770020238,The Mountain Between Us,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain.",Drama,2017,U/A 13+,107,,,movie
1260018297,Herbie: Fully Loaded,"Maggie Peyton is the new owner of Herbie, a freewheelin' Volkswagon bug as she aims to become a NASCAR competitor.",Adventure,2005,U,96,,,movie
1000019466,Son Of Sardaar,"Jassi falls head over heels in love with Sukhmit, only to discover her family is out to finish him over an old family feud. How will love triumph over revenge?",Comedy,2012,U/A 13+,129,,,movie
1000097737,Sri Danamma Devi,Sri Danamma Devi is worshipped as a very powerful goddess with the power to fulfil the wishes of her devotees.,Mythology,2007,U,165,,,movie
1260040400,Phineas & Ferb The Movie: Candace Against The Universe,Phineas and Ferb embark on a journey to rescue their stepsister Candace from an alien abduction.,Animation,2020,U/A 7+,84,,,movie
1260054846,Brahma Janen Gopon Kommoti,"Inspired by her father's work, Sanskrit professor Shabari wants to become a priest! But, will the society let her follow her passion?",Drama,2020,U,120,,,movie
1820059491,Friendship Goals I Brave New World,What do you do when your online life takes over your real life? The story of three friends who run a hugely successful podcast about their college days.,Comedy,2021,U/A 13+,15,,,movie
1260016854,Chicken Little,"When the sky is falling, who will rise to save the day? Together with friends, Chicken Little must hatch a plan to save the planet.",Animation,2005,U,80,,,movie
1260082828,A Thursday,"Naina, a playschool teacher, takes 16 students hostage. Rattling the police and the leaders, her demands send shockwaves through the country.",Thriller,2022,U/A 13+,128,,,movie
1000101761,Ehsaas: The Feeling,"After his wife passes away, Ravi raises his son in a very strict manner while also pushing him to become an ace athlete.",Drama,2001,U,115,,,movie
1000101921,Kalleshi Malleshi,"Film star Kallesh, vegetable seller Mallesh and a local goon Chik Chethan are lookalikes. Their similar looks lead to a comedy of errors and confusion.",Comedy,2008,U/A 7+,118,,,movie
1000214378,Jomer Raja Dilo Bor,"Ria despises men. However, she falls in love with Deb and they get married. What happens when she finds him dead the next morning?",Romance,2015,U/A 16+,138,,,movie
1000045667,Susanna,"Susanna, a prostitute, lives a strange life. There are five men in her life, yet nobody judges her. She is regarded as a friend, companion, teacher and guide.",Drama,2000,U/A 16+,121,,,movie
1770002585,Subho Dristi,"A complete contrast to each other, two brothers reunite at the elder brother's wedding, where the younger one decides to search for his true love.",Romance,2005,U,143,,,movie
1000229642,Kya Kool Hai Hum,Hard-working Rahul and good-for-nothing Karan's lives turn upside down when Rahul is accused of the rape and murder spree happening in the city.,Comedy,2005,U/A 13+,146,,,movie
1836052329,Gentleman,"This film speaks about education, and the way in which one can achieve and implement education not only from books.",Drama,2018,U/A 13+,15,,,movie
1000229571,Maurya,"Manu, a professional kick-boxer, will do anything to fulfil his mother's wish. Through ups and downs, he struggles hard to become the ultimate champion.",Drama,2004,U/A 16+,109,,,movie
1000036258,Kilukkam,"Tourist guide Joji thinks he has hit jackpot when he meets Nandini, a mentally ill but rich girl visiting Ooty. Soon he realises things are not as they seem.",Comedy,1991,U/A 7+,153,,,movie
1770020237,"Love, Simon",17-year-old Simon Spier has a complicated love story as he doesn't know the identity of the anonymous classmate he's fallen for online.,Comedy,2018,U/A 13+,105,,,movie
1000236926,Ankur,"Lakshmi and her deaf-mute husband serve the landlord's son, Surya, and his wife. Things change when Surya and Lakshmi's affair is exposed.",Drama,1974,U/A 13+,123,,,movie
1260068261,Annabelle Sethupathi,"A scary journey begins when a small-time thief, Rudra, enters a haunted castle and gets pulled into the mystery of its mistress - Annabelle Sethupathi.",Horror,2021,U,134,,,movie
1000058436,Mynaa,"Suruli and Mynaa are lovers, much to her mother's distress. The situation worsens for the cornered couple when the police get involved.",Romance,2010,U/A 7+,142,,,movie
1260011368,IMAI,"An accidental meeting brings Jyothi face to face with her long lost love, Karthik, who has become a notorious gangster. Can Jyothi bring him back on track?",Drama,2017,U/A 16+,74,,,movie
1260013109,Gaddalakonda Ganesh,"An aspiring filmmaker secretly attempts to capture the nitty-gritty of a ruthless gangster's life. However, things start sliding downhill when he is caught.",Action,2019,U/A 13+,171,,,movie
1260105279,Just - A Sad Wrap,"Parting ways due to minute misunderstandings, an estranged father reconnects with his son after years, enhancing their long-lost relationship.",Drama,2022,U/A 7+,9,,,movie
1260104625,The Amazing Spider-Man,A teenage Peter Parker grapples with both high school and amazing super-human crises as his alter-ego Spider-Man.,Superhero,2012,U/A 13+,136,,,movie
1835050403,Umang,"The longing wait of a loved one can seem endless, until one day you realize that the wait was a euphoric feeling of silence before the storm.",Drama,2020,U/A 13+,8,,,movie
1000057130,Current,A carefree Sushu moves to Hyderabad with his father and falls for Sneha. Will this new phase turn him into a new responsible man?,Romance,2009,U/A 13+,136,,,movie
1660000051,Toy Story 2,"When a greedy toy collector kidnaps Woody, Buzz and his friends set out to rescue him.",Animation,1999,U,92,,,movie
1260023099,Jack Jack Attack,"When babysitter Kari McKean tries to entertain Jack-Jack Parr with some brainy baby music, she triggers an unusual reaction.",Animation,2005,U,4,,,movie
1000165222,Meeku Meere Maaku Meme,"Happy-go-lucky Aadi falls in love with Priya, and they start dating. However, trouble arises when she starts doubting him.",Romance,2016,U/A 13+,120,,,movie
1770021446,A Child Betrayed: The Calvin Mire Story,"A heartwrenching story of an 11-year-old altar boy, whose views towards the church are shattered when he is sexually abused by his parish priest.",Drama,1994,U/A 16+,29,,,movie
1260112812,Pinki Ki Shaadi,It’s hard to believe that two individuals with different love stories can unite to make a couple. This story will reignite your belief in love and destiny.,Romance,2021,U/A 16+,26,,,movie
1000232003,Bangara S/O Bangarada Manusya,"Shiva, an arrogant businessman, rejects Nayana's feelings. Life comes a full circle for him when he discovers a life-threatening disease.",Drama,2017,U/A 16+,121,,,movie
1000098755,Singapoorinalli Shambulinga,"Honest cabbie Shambhu returns Smitha's misplaced bag. But his generosity doesn't end there, and he helps her when her wicked uncle tries to loot her property.",Comedy,2008,U/A 7+,139,,,movie
1260105184,O2,"When a group of bus passengers get stuck in a landslide, a single mother struggles to protect her son and secure his oxygen cylinder from a desperate officer.",Thriller,2022,U/A 16+,120,,,movie
1100019878,Kanne Kalaimaane,"Love blossoms between a farmer and a bank manager that soon grows into marriage. All is fine until one day, they see their life falling apart.",Drama,2019,U,116,,,movie
1770016607,Prague,"Chandan, an architect, moves to Prague for a project. He falls in love with a gypsy girl and has some of the strangest experiences in the new city.",Thriller,2013,U/A 16+,102,,,movie
1000068387,Pachamarathanalil,"The daughter of a well-known cartoonist goes missing while on their way to Bengaluru for an ad film shoot. During the search, her parents' secret gets revealed.",Drama,2008,U,128,,,movie
1000102067,Dhol,Four lazy friends want to make easy money and plan to get married to a rich girl. But their plan goes awry when they get entangled with the criminal world.,Comedy,2007,U/A 13+,145,,,movie
1000106670,Runanubanda,"A childless couple opt for surrogacy, but are they prepared for the consequences?",Drama,2009,U/A 13+,127,,,movie
1260023105,Toy Story Toons: Partysaurus Rex,"When Rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.",Animation,2012,U,6,,,movie
1000041474,Vaasthavam,"For the sake of his four sisters, Balachandran weds a rich girl instead of his love. But soon power transforms him completely.",Thriller,2006,U/A 13+,153,,,movie
1000097390,Naanu Neenu Jodi,"Circumstances force strangers Arjun and Gowri to share a flat in Bangalore. While Gowri is busy looking for her boyfriend, Arjun develops feelings for her.",Romance,2007,U/A 7+,150,,,movie
1610016909,Halwa,"Babli has left her unfaithful husband after just a month of marriage. While her father wants her to go back, Babli has other plans.",Drama,2017,U/A 13+,6,,,movie
1260109134,The Please Book,"Dora is very lonely, and she does not have any friends. Her loneliness ends when one day she finds an old diary and she discovers it’s a magical book.",Drama,2022,U/A 7+,27,,,movie
1000158666,Sainyam,"Indian Air Force officer Eashwar and Wing Commander Zakir are part of a project called Red Alert. One day, they realise their project secrets are not safe.",Thriller,1994,U/A 13+,172,,,movie
1000061200,Just Math Mathalli,Siddharth is on his way to Singapore to search for and confess his love to Tanu. He meets a scriptwriter who gets hooked on to Siddharth's emotional love story.,Romance,2010,U/A 7+,133,,,movie
1260018311,Lady And The Tramp,"An adventure about Lady, a pampered cocker spaniel, and Tramp, a roguish mutt, with whom she learns what it means to be footloose and leash-free.",Animation,1955,U,75,,,movie
1100017012,Hello,"Childhood sweethearts Avinash and Priya part ways because of her father's transferable job. However, serendipity plays cupid in mysterious ways.",Romance,2017,U,121,,,movie
1260024278,Little Man,"Troubled by his parents strained relationship , Akash's only beacon of happiness is his grandfather. Unfortunately, that is also lost when he passes away. Can Akash ever find another happy place?",Drama,2017,U/A 7+,13,,,movie
1000076071,Maari,"Maari, a local don, is notorious for troubling people and extorting money. Tables turn when he falls for Sridevi, who gives him a taste of his own medicine.",Action,2015,U/A 13+,131,,,movie
1260024733,Mudinja Vazhu,"To pay off his debts, Ashwin participates in a horror reality show with six others. Unaware of the consequences, they unearth a secret in the haunted mansion.",Horror,2015,U/A 16+,135,,,movie
1260067485,Black Widow,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,Superhero,2021,U/A 13+,133,,,movie
1260106605,Cheers!,"Drought, debt, and caste divide push a distressed farmer to his personal extreme as he forges a plan to end his life. Will there be a way out?",Drama,2019,U/A 13+,24,,,movie
1000115921,Hendathi Kattidha Thali,"Usha decides to rent out her house only to married couples. Desperate to get the house, Mohan pretends to be a woman. Will Usha figure out the ruse?",Drama,2005,U/A 7+,113,,,movie
1000207868,Indrajit,"During a rape case investigation, an honest police officer learns about the criminal background of the MLA who recommended him for his job. Will he expose him?",Crime,1992,U,143,,,movie
1260018299,Hidalgo,"A wealthy sheikh invites an American cowboy and his mustang, Hidalgo, to compete in a near-impossible three-thousand-mile cross desert race.",Historical,2004,U/A 13+,136,,,movie
1260107575,Parichay,A young entrepreneur is going through a bad phase. He meets a stranger at a tea stall and this meeting changes his life. A motivational story for young generation.,Drama,2018,U/A 13+,16,,,movie
1260018190,Fantasia 2000,"Sixty years later, a new generation of Disney animators and filmmakers offer an exciting reinterpretation of classical compositions for today's audiences.",Animation,1999,U,74,,,movie
1000157949,Palayam,"Lorry driver Noble struggles to make a living. What happens when Susan, a judge, comes to know that he is her son?",Drama,1994,U/A 16+,147,,,movie
1610029935,Acid Test,"Two thieves fight over stealing a car belonging to a 'good' politician, but the universe has something much bigger in store for them.",Drama,2019,A,8,,,movie
1770021464,Ordeal in the Arctic,"A Canadian military flight crashes in the frozen arctic, near Alert base in Nunavut, and the crew has to wait thirty-two hours before being rescued.",Drama,1993,U/A 13+,92,,,movie
1836056832,Tohfa,A Man brought a very precious and endearing gift for his beloved wife thinking that it would last for good as a souvenir of their mutual love...,Comedy,2021,U,11,,,movie
1808052108,Weekend Affair,"Two strangers meet at a house party. Despite being married, there is an immediate attraction and they fall for each other. But, there is a twist.",Romance,2020,U/A 7+,7,,,movie
1260024850,Maggie Simpson in Playdate with Destiny,"When Maggie Simpson is rescued by a cute young baby from a playground peril, it's girl meets, boy, girl loses boy, guess what happens next?",Comedy,2020,U/A 7+,5,,,movie
1770002638,Mahanagar @ Kolkata,"Set in contemporary Kolkata, the story is about people and their lives getting caught in the conflict between global change and old-world bigotry.",Drama,2010,U/A 13+,92,,,movie
1000164649,Sesham,"After making a film on Lonappan, an inmate of an asylum, Meera, a film-school student, decides to get him out. But will he be able to adjust to a normal life?",Drama,2002,U,128,,,movie
1770003169,Mirzya,"The legend of star-crossed lovers Mirzya-Sahiban lives on when Munish meets his childhood love, Suchitra, but discovers she's engaged to the local prince.",Romance,2016,U/A 16+,124,,,movie
1000160365,Swarnam,"Divakaran is an insensitive man. A miser, he is saving up to buy a lorry. However, one day, he finds himself robbed of all his money. What will he do?",Drama,2008,U/A 13+,138,,,movie
1660010169,Wall-E,"After hundreds of lonely years of doing what he was built for, the robot WALL-E discovers a new purpose in life when he meets a sleek search robot named Eve.",Animation,2008,U,98,,,movie
1260038561,Why Do You Call Them Suncatchers,"Due to a much-needed eye transplant, Mumpy decides to become a donor by taking an extreme step and leaves a letter to her sister. Amidst a rapidly disintegrating household, what will her sister do?",Drama,2015,U/A 16+,10,,,movie
1000103406,Maharishi,"Maharishi, an innocent villager, arrives in the city with his mother and sister. Here circumstances force him to fight dreaded criminals.",Drama,2008,U/A 13+,126,,,movie
1260018174,Confessions Of A Shopaholic,Rebecca Bloomwood is a fun-loving girl who is good at shopping. Her life changes completely after getting a job as an advice columnist for a financial magazine.,Comedy,2009,U/A 13+,104,,,movie
1260107686,The Blue Cupboard,"Manav meets Ashima to return their favourite blue cupboard they bought together. However, she tells him something that will shake his existence.",Drama,2022,U/A 13+,9,,,movie
1260061311,22 vs. Earth,"22 refuses to go to Earth, enlisting a gang of 5 other new souls in her attempt at rebellion.",Comedy,2021,U/A 7+,5,,,movie
1610023380,Badhai Ho - It's a Boy,"Tia and Vivaan have been trying to have a baby for a long time. However, when the day arrives, she's filled with anxiety and doubt, instead of joy.",Drama,2020,U/A 13+,10,,,movie
1000105705,Kunukkittakozhi,"Unnikrishnan is an expert in deceiving people to get his work done. However, he is shocked to meet Swarnalatha, who is better than him at cheating others.",Comedy,1992,U/A 13+,130,,,movie
1000034564,Madhuranombarakkattu,"While his wife is in prison, Vishnu, a teacher, hides the news of their son's death in an accident from her. What will happen when she gets released from jail?",Drama,2000,U/A 13+,146,,,movie
1260023108,Cars Toon: Hiccups,"When Lightning McQueen gets hiccups, everyone in the Radiator Springs thinks they have the cure.",Animation,2013,U,1,,,movie
1260115670,Mahabali Bal Ganesh Part VI,"Topi, Dhoti, and Suitboot perch on Kailash Parbhat while on a mission, where they meet Nandi and Mooshak Raj who tell them more about Bal Ganesh.",Animation,2019,U,75,,,movie
1260106357,Parampara,Parampara a story of a woman empowerment.How Sunita faught against all odds and created her own road for future journey.,Drama,2022,U/A 13+,17,,,movie
1260024218,Aphsarni,"At a tough crossroads in life, nine year-old Munni, who aspires to be a police officer is forced to choose between her dream and her best friend.",Drama,2017,U/A 13+,15,,,movie
1610007089,Masale Pyar Wale,"A husband and wife run away from their hometown to a new city. While the girl finds it difficult to cope up with the city life, can she survive it?",Comedy,2017,U/A 13+,24,,,movie
1770004363,Barood,"Sitaram, an honest police officer, takes on the corrupt brothel owner of his town. But he has to face numerous hurdles.",Action,2004,U/A 13+,142,,,movie
1000115952,Malanada Mallie,"Classmates Akash and Nandini are in love with each other. However, Akash is arrested for rape when photographs of Nandini get leaked.",Drama,2008,U/A 16+,109,,,movie
1610016721,Lost in Transition,"A beautiful story of two lost people, portrayed through paintings.",Romance,2016,U/A 13+,7,,,movie
1000071046,Chattakkari,"Julie, an Anglo-Indian, is in love with Sasi, a Hindu. Her life takes a drastic turn as religious beliefs clash, and he abandons her after getting her pregnant.",Romance,1974,U/A 13+,128,,,movie
1260020620,Chhapaak,"In a country where acid is cheaper than cold drink, acid-attack survivor Malti relentlessly fights for justice. A story of triumph over trauma.",Drama,2020,U/A 13+,120,,,movie
1000160245,Sneha Sindhooram,"Sneha Sindhooram is a Malayalam drama starring Prem Kumar, Ambika and Keerthi Gopinath. Watch the full film, online only on Hotstar.",Family,1997,U/A 13+,127,,,movie
1000205940,Highway,A Bengali woman meets a non-Bengali man on the highway. They get married only to realise that something is amiss in their lives. What are they looking for?,Romance,2014,U/A 13+,109,,,movie
1000064116,Kshanam Kshanam,"Satya is a simple girl who meets Chandu, a thief. The duo get entangled in a mess that involves the cops and a bank robber. But how are the two connected?",Action,1991,U/A 13+,148,,,movie
1000164506,Vanarasena,Two astrologer brothers always fight over trivial issues to compete with each other. Their constant bickering lands them in complex situations.,Family,1996,U,104,,,movie
1770015694,Phillauri,"Karan returns to India to marry his girlfriend. Little does he realise that he will have to marry a tree first with a ghost, who now calls him her husband.",Romance,2017,U/A 13+,130,,,movie
1000101691,Oridathoru Postman,"A young, helpful guy has to face the fury of the villagers for his postman father's laziness. But a chance meeting with a 'terrorist' changes his life.",Drama,2010,U/A 13+,123,,,movie
1260014718,Glass,"David Dunn pursues The Beast in a series of escalating encounters, but it is the shadowy presence of Elijah Price that holds secrets critical to both men.",Mystery,2019,U/A 16+,129,,,movie
1260014878,Captain Marvel,Carol Danvers becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,Superhero,2019,U/A 13+,124,,,movie
1000109401,Anuraga Bandam,"Kalyan leads a happy life with his wife and child. However, things change when his wife comes home with a blast from his past.",Romance,1985,U/A 13+,136,,,movie
1770002244,Percy Jackson: Sea Of Monsters,Percy Jackson and his friends set off on an adventure to retrieve the Golden Fleece as they attempt to save Camp Half-Blood.,Adventure,2013,U/A 7+,106,,,movie
1610006067,Watch The Stars For Me Tonight,"Manasvi, a lonely wife and mother of two reconnects with a friend. While their connection deepens into something meaningful. Will it threaten her marriage?",Romance,2016,U/A 16+,17,,,movie
1610010203,Subway,"A young man enters a regular looking subway, unaware that it will change his life in ways he never could have imagined.",Thriller,2018,U/A 13+,27,,,movie
1260116257,Unmaad,"When a husband doubts his wife for having an affair, their relationship hits a rough patch. Soon, the blurry lines between delusion and reality begin to clear.",Drama,2021,U/A 16+,7,,,movie
1000188559,Aaraam Thampuran,Jagannathan shifts to Kanimangalam village where he promises to help the villagers revive the annual temple festival. But soon his past catches up to him.,Drama,1997,U/A 13+,167,,,movie
1000225692,Megafactories: Michelin Tyres,"Michelin Tyres explains through its Clermont-Ferrand facility in France, how it manages to produce tyres for all kinds of automobiles.",Science,2017,U/A 7+,44,,,movie
1260039751,Wild_Life: The Big Freeze With Bertie Gregory,"Wildlife filmmaker Bertie Gregory travels to the edge of the Canadian Arctic, to capture a unique group of animals who have thrived there.",Animals & Nature,2020,U/A 7+,42,,,movie
1260119314,Behrupiya,"Consumed and lost in his writing, an aloof writer sets out to find the truth behind a mysterious fictional character who’s on a killing spree.",Thriller,2019,A,27,,,movie
1000069647,Vasthad,"Prabha, a happy-go-lucky guy, is always compared to his serious, responsible brother. When his brother gets killed, he is blamed for it. But what's the truth?",Drama,2005,U/A 16+,107,,,movie
1000081176,Visudhan,"Father Sunny learns that Vavachan is running an illegal trade in his old-age home. When Sister Sophy shares proof, the priest and the nun face shocking charges.",Crime,2013,U/A 13+,125,,,movie
1000098247,Baithare Baithare,"Best friends Krishna, Gopi and Shyam are always seen together but for all the wrong reasons. Their lives take a new turn when they fall in love and get married.",Comedy,2004,U/A 13+,142,,,movie
1770016583,Guest iin London,London-based Aryan is in a live-in relationship with Anaya. Hell breaks loose when his uncle and his wife land up at their house uninvited.,Comedy,2017,U/A 13+,126,,,movie
1000217517,Aravindante Athidhikal,"Abandoned as a child near Mookambika Temple, Aravindan does odd jobs at a guest house, keeping everyone happy. However, he secretly desires to meet his mother.",Drama,2018,U,115,,,movie
1770002778,Pratyaghat,Sayan is assigned to unearth the mystery behind the disappearance of Kakoli's parents in Pratapgarh. Can he solve the case that shook the entire village?,Thriller,2012,U/A 13+,130,,,movie
1770021035,Sugar,"A gifted pitcher travels from his home in the Dominican Republic to play minor league baseball in the U.S., where he struggles with the newfound fame.",Drama,2009,U/A 16+,109,,,movie
1000230153,Birth Of A Pride,"In Selinda, lions have become almost extinct due to hunting. But, two male lions join forces with local lionesses to form the first pride of the region.",Animals & Nature,2019,U/A 7+,44,,,movie
1000026688,Aaranya Kaandam,Singaperumal and Gajendran are rival dons. They lock horns when two men run away with a stash of cocaine that both gangs are after. How will this chase end?,Thriller,2011,U/A 16+,114,,,movie
1000083208,Ganda Hendathi,A passionless marriage leads a woman to have an affair with her college love. But their liaison turns dangerous when her her husband learns of it.,Thriller,2006,U/A 13+,120,,,movie
1000237699,Ratsasan,An aspiring film director becomes a cop after his father's death. Now he has to catch a psychopath who is killing school girls before his niece is endangered.,Thriller,2018,U/A 16+,143,,,movie
1000239109,Dumdaar Khiladi,"It's hate at first sight for Sanju and Anu. But, as time passes, they develop a strong friendship, which is tested when they choose different life partners.",Romance,2018,U,133,,,movie
1610005733,My Pie In The Sky,A boy finds a way to capture the sun. But is he prepared for the repercussions of this childlike dream.,Drama,2018,U,7,,,movie
1260024963,Thiruppumunai,A jobless graduate heads to the city in search of work. His life takes an unexpected turn when he gets framed for the murder of a politician.,Drama,2016,U/A 13+,143,,,movie
1260018310,The Jungle Book,"When a tiger named Shere Khan threatens to kill Mowgli, a young boy raised by wolves, his friends Bagheera and Baloo help him escape his clutches.",Adventure,2016,U,105,,,movie
1260012989,The Past,"When a budding writer moves to a hill station to write her new book, little does she know that an evil plot is about to unfold and take her into the past.",Horror,2018,U/A 16+,104,,,movie
1260072966,The Making of Happier Than Ever: A Love Letter to Los Angeles,"Go behind the scenes of ""Happier Than Ever: A Love Letter to Los Angeles.""",Documentary,2021,U/A 13+,28,,,movie
1260073526,Limitless with Chris Hemsworth,"Entertaining, immersive and life-changing, Limitless with Chris Hemsworth rewrites the rulebook on living better for longer. Coming to Disney+ in 2022.",Documentary,2021,U/A 13+,1,,,movie
1000116086,Thayi,"Raju is against certain policies at his workplace. So he forms a union of workers, which later clashes with the management that believes in autocratic rules.",Drama,2008,U/A 7+,124,,,movie
1000201421,Kathanayagan,"Thambidurai, a revenue inspector, is scared of almost everything. Problems arise when this cowardliness comes in the way of him winning over his true love.",Romance,2017,U/A 7+,116,,,movie
1260053118,Solo,"A woman biker, who prefers the company of her bike, encounters her past on the road one day. What opens up is a can of worms, of a lost-and-found love.",Romance,2021,U/A 13+,15,,,movie
1000101530,Puthukottai Azhagan,"After Raja is killed by his conniving relatives, his look-alike, a gangster, is asked to pose as him. How long will this imposter last?",Comedy,2008,U/A 13+,136,,,movie
1770021016,Michelle Wolf: Nice Lady,"Best-known as a writer/contributor on ""The Daily Show with Trevor Noah,"" Michelle Wolf makes her stand-up debut.",Standup Comedy,2017,A,55,,,movie
1260039894,Wild Portugal,Witness Europe's Wild West where packs of wolves stalk herds of ancient mustangs and tree-climbing carnivores keep entire forests on edge.,Animals & Nature,2020,U/A 7+,44,,,movie
1260108535,Surprise,"To bury the hatchet, a husband plans a special surprise for his upset wife. However, he is left startled as his wife comes up with a secret plan.",Drama,2022,U/A 16+,11,,,movie
1770000736,Game Change,"Based on the bestselling book of the same name, Game Change follows John McCain's 2008 presidential campaign.",Drama,2012,U/A 16+,113,,,movie
1260009636,Ke Tumi Nandini,"Nandini, an aspiring medical student, falls for a much-older Abir. Despite her various attempts to woo him, will he ever reciprocate her feelings?",Romance,2019,U,129,,,movie
1836063272,Brahmtal,A couple meets a mysterious real estate broker who provides flats for the tenant. Every flat has its magical story.,Thriller,2021,A,20,,,movie
1000160158,Thenmavin Kombath,"Srikrishnan and his best friend, Manickam, fall in love with the same girl, a village performer. However, Srikrishnan decides to woo her at any cost.",Romance,1994,U,157,,,movie
1000152794,Ennu Ninte Moideen,"Based on the lives of Kanchanamala and political activist Moideen, here's a story of doomed love between two people forced apart by their different religions.",Romance,2015,U/A 13+,160,,,movie
1100061704,Waah..! Tera Kya Kehna,"An innocent Raj gets trapped by his cunning elder brothers. The tables turn when his lookalike, Banne Khan, takes his place.",Comedy,2002,U/A 7+,132,,,movie
1000035941,Marina,Ambikapathy escapes his cruel uncle and begins to sell sundal at Marina beach. He ends up inspiring other kids at the beach to gain education.,Drama,2012,U,131,,,movie
1000057157,Radha Gopalam,"Gopalam and Radha, both lawyers, fall in love with each other and get married. But problems arise when she becomes more successful than him professionally.",Romance,2005,U/A 13+,153,,,movie
1000164496,Varnapakittu,"Sunny Palomattam, a businessman from Singapore, leads a carefree life with his girlfriend, Sandra. What happens when he meets his business rival, Mohammed Ali?",Drama,1997,U/A 13+,153,,,movie
